title,txt,rating,revdate
Great dishwasher,"This machine seems to have a very solid build quality. It is extremely quit and does a great job washing dish's. It has different washing option's, but the 60 minute cycle, the one you would use for lightly soiled dishes seems to do the job with all but the very heavily soiled, with backed on dry food. It does have a feature that will boost the water temp, and water pressure to clean the most stubborn dishes you may have, but I can't imagine ever needing to use that. It does that good of a job. The third rack on top for utensils is very useful, and free's up space on the bottom rack by not having to use the utensil insert for that, but of course you can if you wasnt. The inside is very spacious, and has a lot of options for configuring it to accomodate various sizes and shapes of pots, containers, and other dishes. I thought this model was supposed to have a light that shines  on the floor to let you know that yes, is on and running, but doesn't seem to. But that is in no way an issue, totally uneccessary actually. All in all, very happy with this product, I hope it lasts. [This review was collected as part of a promotion.]",100,"March 17, 2020"
Great dishwasher!,"Best dishwasher I've ever owned! I can't believe how quiet it is and I love the 3rd rack and the adjustable  middle rack. Amazed at how well it cleans even dirty dishes - no more washing dishes before I wash the dishes! I enjoy having the cycle options and delay start. Took me a while to get use to the way the tines are configured and loading, but the pros outweigh this con. [This review was collected as part of a promotion.]",100,"March 16, 2020"
So glad I bought this!,"This has to be the very best dishwasher I have ever owned. It does a beautiful job, no matter what I give it to clean. I am officially amazed. [This review was collected as part of a promotion.]",100,"March 16, 2020"
Great Dishwasher,It's Quiet! Great multi-functional dishwasher! [This review was collected as part of a promotion.],100,"March 16, 2020"
Great dishwasher!,"I love how this dishwasher cleans everything, doen't require pre-cleaning and has what we call the loft for flatware and other smaller items. [This review was collected as part of a promotion.]",100,"March 16, 2020"
"Very quiet which presently is a good thing, but my...","Very quiet which presently is a good thing, but my last 3 dishwashers (different brands) were also very quiet after their collective service life of 9 years.  This fact doesn't leave me very hopeful and if this one keeps pace I'll hire a domestic part time, it would be cheaper.",80,"March 16, 2020"
"We've had the dishwasher for about a month, and it's...","We've had the dishwasher for about a month, and it's working pretty well. I love how quiet it is. Silverware needs to be rinsed before being put in, though, even with the more heavy-duty wash cycles. It also seems a little weird that the default wash option is 2 hours. But overall, pretty good.",80,"March 15, 2020"
Super quiet,Love this dishwasher! Quiet and cleans well. I was the woman that washes the dishes before I put in dishwasher. Not anymore:) [This review was collected as part of a promotion.],100,"March 15, 2020"
The build quality is the key.,"Over the past few years, we have slowly been replacing our aging appliances on an as-needed basis. It began a decade ago with our washer and dryer and that's when we started looking at Bosch appliances. Our experience with even the base-line Bosch products is that the build quality is excellent. When you focus on the basics and do it well, everything else falls into place - and that is exactly what Bosch has done. 

We chose this specific model of dishwasher because it did not have the typical membrane-style control panel. Call me old-fashioned but, physical switches appealed to me. The Maytag dishwasher we replaced suffered many issues over the years, having to replace the control board and control panel a couple times. When the problem arose again, we decided to cut our losses and again look at the Bosch appliances, due mostly to our experience with the washer/dryer set we purchased 10+ years ago. I have to say, to get into the ballpark build quality of the base-line Bosch, you have to buy mid-line or better of the typical brands. And even then, they're not quite up to the level of this Bosch. This isn't hyperbole, it's fact. I encourage you to truly comparison shop.

Installation was a snap, it was a push-in replacement. And holy cow - the sound level of this thing is incredibly quiet. That first run, I had to open it to make sure it was in-fact operating. That is no exaggeration. The quality of the cleaning is excellent. Coming from the old Maytag, where we had to pre-rinse everything, now having the ability to just toss in the dirty place settings and go is nice. The only detraction of points I would give is that the drying is not quite as good as it could be. But I think this is probably more to do with Energy Star ratings, as almost all other brands seem to have similar issues noted in ratings. And honestly, it's not a BIG deal. And certainly not unlike others on the market. Energy ratings are going to drive this issue regardless of brand.

The bottom line is I whole-heartedly recommend this Bosch dishwasher. It performs very well, is insanely quiet, and was a snap to install. I've been using it daily for a month and couldn't be happier with the decision. And if my experience holds, as with the Bosch washer and dryer purchase I made over a decade ago, I expect this dishwasher to be a true workhorse in the kitchen: strong and reliable. You cannot ask for more than that. [This review was collected as part of a promotion.]",100,"March 15, 2020"
Great Dishwasher,This is a super roomy and super quiet dishwasher! Runs GREAT! The only problem we have with it is that it is so well sealed that there is an odor in it after the dirty dishes sit in it for a day. We are rinsing our dishes of any really stinky stuff and pouring a bit of water into the trap in order to help eliminate some of the odor. [This review was collected as part of a promotion.],80,"March 14, 2020"
Great Dishwasher,"Ordered online, came as promised in good shape, easy to install and quiet.  The only think I don't like is the inside stays wet after drying is over due to no heating element.",80,"March 12, 2020"
Clean and Quiet!,"Love the clean, uncomplicated  lines of machine and control panel.  Works better than last 2 machines of national brands. [This review was collected as part of a promotion.]",100,"March 12, 2020"
Dishwasher,Love our Bosch.  Had a small issue with it in the 1st 4 months with the circuit board frying.   Repairs were made successfully and it works like a charm. [This review was collected as part of a promotion.],100,"March 12, 2020"
"Super quiet, plenty of space, 3rd row is a bonus.Only...","Super quiet, plenty of space, 3rd row is a bonus.Only negatives is normal wash cycle is 2 hours and sometimes even with using JetDry items need additional drying.",100,"March 11, 2020"
Dishwasher,"So far I have been very pleased with this dishwasher.  It is super quite, and cleans the dishes perfectly [This review was collected as part of a promotion.]",80,"March 11, 2020"
Great Dishwasher,What a great DW. Easy to install and works great. [This review was collected as part of a promotion.],100,"March 11, 2020"
Very disappointed!,"So disappointed in this supposed “quality” dishwasher!!! If you cook AT ALL or have kids....DO NOT BUY!!! Seriously, a 9x13 pan DOES NOT even fit correctly . You have to lie it flat which takes up most the space. If you make lasagna with other pans and plates look for a different dishwasher!! I called BOSCH customer service and she said she and her husband had the same issue with the same pan over the weekend. I also called the store where I bought It. Apparently it only works if you take out the utensil tray. Say what? I did so and per instructions used the upper rack for utensils. They came out DIRTY and the pan STILL had to lie down anyway. VERY POOR design. Then there is the top drawer that you have to slam shut to get it to wedge into position so the door closes and locks. The glasses cling and fall over. The customer service agent agreed that this is a flaw but tried to change my term of “slam” into what they call “firm push”.... Bosch, are you serious?? Obviously an engineer who doesn’t cook or have kids designed the stupid thing. The buttons are super cheap, wire drawer slots WAY to close together, some at an extreme slant for not great purpose ....customer service agreed they get lots of calls on this. I run my dishwasher twice a day. Huge buyer remorse and never again Bosch!!!",20,"March 11, 2020"
Great dishwasher,We love our new dishwasher. I now realize that our old dishwasher was really not cleaning our dishes. New washer is so quiet. Could not be more pleased. [This review was collected as part of a promotion.],100,"March 11, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"March 11, 2020"
I would definitely recommend this product. In fact a family member I recommended it to already bo...,"I would definitely recommend this product. In fact a family member I recommended it to already bought one as well, and so far they are also happy. I have had the dishwasher approximately two months now. Two of my favorite features are the very low noise level and the smart use of space. The third rack is perfect for both large utensils and small baby bottle components. I am extremely pleased with how clean the dishes come out. I did take the manufacturer recommendations and use Finish detergent pods and also the Jet Dry. So far there is nothing I dislike about it, and it more than met my expectations.",100,"March 10, 2020"
Quiet and cleans dishes as expected,Quiet and cleans dishes as expected,80,"March 10, 2020"
Very quiet and looks sleek in a modern kitchen. The...,Very quiet and looks sleek in a modern kitchen. The auto-clean setting always does a good job. Easy to load.,100,"March 10, 2020"
This Bosch replaced a 25 year old other brand. HUGE...,"This Bosch replaced a 25 year old other brand. HUGE upgrade in design, construction, cleaning performance, lower water use & especially noise. Unbelievably quiet & consistently excellent cleaning. Convenient top - front controls with great washing options makes operation easy. A wise buy!",100,"March 10, 2020"
Dishwasher came with all the hoses and connectors and was...,Dishwasher came with all the hoses and connectors and was easy to install.  Runs very quiet and does a great job getting everything clean.,100,"March 10, 2020"
Replaced a 21 year old Bosch that was awesome until...,Replaced a 21 year old Bosch that was awesome until it died recently.  New 300 series unit delivered last week.  So far not sure if it was worth the price.  Third rack does not clean utensils effectively.  The complete cycle takes about 2 hours.  Drying is not close to the old unit.,40,"March 10, 2020"
Its a great dishwasher and unbelievably quiet!...,Its a great dishwasher and unbelievably quiet!,100,"March 10, 2020"
Works well...,Works well,100,"March 10, 2020"
Great Choice,Simple to operate with great features.  Adds a nice look to my room. Such a quiet addition to my kitchen as well. [This review was collected as part of a promotion.],100,"March 9, 2020"
"Very quiet, top silverware rack works very well, and everything comes out very clean. Easier to i...","Very quiet, top silverware rack works very well, and everything comes out very clean. Easier to install than the previous unit I had due to the insulation being lower profile and all attachments are quick-connect. This washer does not dry as well as their more popular competitor that rhymes with ‘swirlcool.’",80,"March 9, 2020"
Love my Bosch,Works well and gets dishes clean.,100,"March 8, 2020"
Great replacement for GE dishwasher,"Replaced our old GE dishwasher with this Bosch model after doing some research through Consumer Reports.

Very quiet, does a great job cleaning and drying dishes.  The top rack for larger utensils, lids, other small items is a great bonus.

Capacity for most dishes, cups and silverware is very good, but still figuring out the layout vs. our old dishwasher.

After 1 month of regular use, we are very pleased with our purchase. [This review was collected as part of a promotion.]",100,"March 8, 2020"
Squeaky clean,"Dishes come out super clean. Silverware tray is an organizational gem. Almost silent in operation, this product is worth every penny. [This review was collected as part of a promotion.]",80,"March 7, 2020"
Outstanding product,My new Bosch has been operating for just a couple weeks and I'm still getting to know it.  Super quiet.  Super cleaning.  I'm looking forward to a long relationship. [This review was collected as part of a promotion.],100,"March 7, 2020"
Frustrating,"The machine works good when it works.
When there is a problem, there is no way to find troubleshooting info. No manual came with it and trying to do it online is a frustrating exercise.
I just want someone to tell me how reboot.",60,"March 7, 2020"
Very quiet with excellant dish cleaning,We are very pleased with the overall appearence and performance of this dishwasher. [This review was collected as part of a promotion.],100,"March 5, 2020"
Bosch makes the best dishwashers,"I have owned several Bosch dishwashers over many years and from experience they are the best on the market. They are dependable, well made, well designed and very quiet. On top of that they are a great value price wise. [This review was collected as part of a promotion.]",100,"March 5, 2020"
Bosch dishwasher,OUR NEW BOSCH DISHWASHER IS QUIET AND WATERTIGHT.  WE HAVE HAD ISSUES WITH BOTH IN THE PAST BUT NOT ANYMORE.  HIGHLY RECOMMEND THIS APPLIANCE. [This review was collected as part of a promotion.],100,"March 5, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"March 5, 2020"
Nice and quiet and effective.,"We needed to replace our 20 year old Bosch dishwasher and got this 300 series model.  It is really nice looking, quiet and provides excellent cleaning.  A nice feature is that the controls are almost completely intuitive.  We have no qualms about confidently recommending this unit. [This review was collected as part of a promotion.]",100,"March 4, 2020"
Outstanding Dishwasher,Easy to use. So quiet I'm glad the cycle and time remaining lights are mounted on the front indicating the machine is in operation. [This review was collected as part of a promotion.],100,"March 4, 2020"
Bosch dishwasher,The dishwasher is great.  Does everything it made to do. [This review was collected as part of a promotion.],100,"March 4, 2020"
No hand washing ever!,I like my new washer. It cleans really well and is very quiet. But....the upper rack has what the salesman described as a spot for stemware. What it actually does is cause that spot to be too narrow for regular glasses. [This review was collected as part of a promotion.],80,"March 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"March 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"March 4, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,20,"March 4, 2020"
Isn’t drying the dishes. ...,Isn’t drying the dishes.,20,"March 3, 2020"
Dishwasher review,"The dishwasher works great, it's quiet and cleans well. However, the design of the mounting clips show and the clips are visible, thus giving an unprofessional finish. [This review was collected as part of a promotion.]",80,"March 3, 2020"
Extremely Quiet and gets everything clean. what else could i...,Extremely Quiet and gets everything clean. what else could i ask for?,100,"March 3, 2020"
Love this dishwasher!,"Excellent product!!!  So quiet, can't tell if it's running. Dishes and silverware come out sparkling!! [This review was collected as part of a promotion.]",100,"March 3, 2020"
Overall very good dishwasher,"Very pleased with this dishwasher, however I wish the drying time would be a little less. I would buy this product again. [This review was collected as part of a promotion.]",80,"March 3, 2020"
This is the greatest dishwasher I have ever owned.  Very quiet and dishes come out very clean.,This is the greatest dishwasher I have ever owned.  Very quiet and dishes come out very clean.,100,"March 3, 2020"
"It is so quiet, you forget that it's running. It...","It is so quiet, you forget that it's running. It has a good load capacity and does an excellent job on all cups, glasses and dishes. It was a good investment and a valued component of our kitchen remodeling.",100,"March 3, 2020"
So far so good...,So far so good,100,"March 3, 2020"
"It's very quiet when running, but noisy when it drains into the sink drain. Does a great job of c...","It's very quiet when running, but noisy when it drains into the sink drain. Does a great job of cleaning the dishes!!",80,"March 3, 2020"
We replaced an existing and old G.E. dishwasher (it sprung...,"We replaced an existing and old G.E. dishwasher (it sprung a door gasket leak) with this Bosch. Pros: Super-quiet, adjustable rack, that third top rack for skinny stuff. Con: Like so many others, moisture remains on top of glasses and plastic containers. Sigh.",100,"March 3, 2020"
Nice silent dishwasher,Great build and quality.  Silent operation. Lot of customization options [This review was collected as part of a promotion.],100,"March 3, 2020"
Love it like no other,"Our old dishwasher gave up on us after 10 years so we started our intense research process like always. After reviewing tons of reviews we choose the Bosch above all the rest.  It's so quiet to hear it running you need to put your ear next to it.  It's fantastic, and we love the three shelves our model provides.  You can not go wrong with a Bosch [This review was collected as part of a promotion.]",100,"March 2, 2020"
Love my Bosch!,"I really like the 300 series Bosch dishwasher. The top pull-out drawer is very handy for small items and utensils. If I have a lot of items for the bottom rack, I still have enough room for all my silverware in the top rack and just remove the silverware holder from the bottom rack for additional space. Dishes come out spotless. [This review was collected as part of a promotion.]",100,"March 2, 2020"
New dishwasher,"This unit is pretty nice, it does a good job cleaning dishes while conserving water, it looks good and it is quieter than our old one but is louder than we expected. [This review was collected as part of a promotion.]",80,"March 2, 2020"
Best Ever Dishwasher,I love my new dishwasher even more that my previous one. The 3rd rack is so handy and I didn't think I would use it. You can't go wrong with this purchase [This review was collected as part of a promotion.],100,"March 2, 2020"
Dishwasher is quiet and cleans like a dream. I especially like the design of the bottom dish rac...,"Dishwasher is quiet and cleans like a dream. I especially like the design of the bottom dish rack which enables more plates and pans to be placed for cleaning. At this price range the quietness of the cleaning cycle is more than I had hoped for, and a must for any house with the open floor plan design.",100,"March 2, 2020"
A great dishwasher,"Super quiet, dishes look fantastic.  At this point I couldn't ask for more. [This review was collected as part of a promotion.]",100,"March 2, 2020"
Quiet!,"Pros: Surprisingly quiet. Love the upper silverware rack and and adjustable height second tier. Cleans dishes well, easy to clean drain, easy to use.
Cons: long handled utensils like spatulas and ladels often can't go in the bottom rack provided for that purpose because they get caught on the spinning arm under the middle rack. Even on extended dry times, plastics never seem to get dry, ever. [This review was collected as part of a promotion.]",80,"March 2, 2020"
I (almost mostly) love my Bosch dishwasher,"This is the second Bosch dishwasher I've owned and I will almost certainly be a Bosch customer for life. The ONLY thing I'm not 100% crazy about is the upper shelf rack (for lids and flat things) - I would rather have just two racks and a little more head room for the higher rack. My wife loves the upper shelf rack but then if we didn't have something to disagree about, what in the world would we talk about? :) This dishwasher is COMICALLY quiet. As in, first few times I used it, I wasn't even sure if I correctly started it. Bosch makes a darn fine product. [This review was collected as part of a promotion.]",100,"March 2, 2020"
Excellent!,"So happy with my new Bosch dishwasher!  Efficient, quiet and cleans so thoroughly.  Very pleased with our choice! [This review was collected as part of a promotion.]",100,"March 1, 2020"
Super quiet.  Pump HP is awesome.  Gets dishes...,Super quiet.  Pump HP is awesome.  Gets dishes clean even w hard water.  Lotsa rinse aid if u have hard water helps.,100,"February 29, 2020"
excellance in dishwashers,"I have owned a Bosch dishwasher for many years, but I recently purchased a new home and bought a Bosch dishwasher for it.  The layout of my new home is such that the dishwasher is essentially in the most used area of the house.  It sits on the edge of the kitchen, the dining room, and the great room.  So it had to be quiet.  It has met and exceeded my needs. [This review was collected as part of a promotion.]",100,"February 29, 2020"
Gets everything clean without residue or leftover food. So far...,"Gets everything clean without residue or leftover food. So far I've only used the 60 minutes setting, even on things with stuck on food and they come out clean. Very pleased.",100,"February 29, 2020"
Lived up to great reputation.,So happy with this purchase! Dishes are coming out very clean even on the short cycle. The machine also looks attractive in our kitchen. [This review was collected as part of a promotion.],100,"February 29, 2020"
Lifesaver dishwasher,Excellent dishwasher!! Having a baby in the house this dishwasher is a lifesaver. Excellent cleaner and sanitizer for bottles (as well as the rest of the dishes). Super quiet. Also great settings. Worth it's weight in gold!! [This review was collected as part of a promotion.],100,"February 29, 2020"
So quiet!!,"We purchased this model to replace our older, very loud unit.  What a difference!  We can now run the dishwasher and still hold a conversation without shouting at one another.  
The 3rd rack for utensils is a wonderful option, freeing up more area in the lower rack for larger items.  The extra dry option leaves plastic items fully dry at the end of the cycle.  Yay!  No more having to towel dry them.  :)  
The length  of the cycles seems a bit longer than with our old dishwasher, but we will gladly trade the extra time for the silence in our home. [This review was collected as part of a promotion.]",100,"February 28, 2020"
"Great value, cleans well, and whisper quiet",It's so quiet I we can't tell when it is running.   Does a good job washing.  The only issue is we are still trying to learn the proper way to load dishes and bowls to fit the most. [This review was collected as part of a promotion.],80,"February 28, 2020"
Very very quiet,"Love the third rack for silverware, dishwasher is great! Quiet, cleans well [This review was collected as part of a promotion.]",100,"February 27, 2020"
It doesn’t dry well but otherwise seems fine....,It doesn’t dry well but otherwise seems fine.,80,"February 26, 2020"
A lot harder to install than all the other units...,A lot harder to install than all the other units that I have installed due to the design which leaves no room underneath for hoses or wiring. Much frustration. It is really quiet. Was rather expensive.  Most dishwashers these days are junk. We will see how long this one lasts.,60,"February 26, 2020"
Love It.,"This dishwasher is amazing. Quiet , multiple options like 1/2 load, speed60.  And I chose because of buttons you can see. [This review was collected as part of a promotion.]",100,"February 26, 2020"
Bosch 300 Series,Love this dishwasher. So quiet. Mydishes are finally sparkling again. [This review was collected as part of a promotion.],100,"February 26, 2020"
"Extremely quiet and cleans well, but cycles are long and...","Extremely quiet and cleans well, but cycles are long and drying takes forever",80,"February 26, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"February 26, 2020"
"It works great, very quiet.","It works great, very quiet.",100,"February 25, 2020"
Excellent dishwasher. The top rack for utensils is incredibly functional....,Excellent dishwasher. The top rack for utensils is incredibly functional. Unbelievably quiet.,100,"February 25, 2020"
"We have only had this dishwasher a few weeks, but...","We have only had this dishwasher a few weeks, but so far everything is great. It cleans well, is easy to use, and is barely audible when running.",100,"February 25, 2020"
Very Quiet!...,Very Quiet!,100,"February 25, 2020"
My wife has usually complained about our dishwashers over the decades. Not this one. She loves...,"My wife has usually complained about our dishwashers over the decades. 
Not this one. She loves our Bosch dishwasher!",100,"February 25, 2020"
Does everything it is supposed to. Very Quiet. Very happy...,Does everything it is supposed to. Very Quiet. Very happy with our purchase.,100,"February 19, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"February 19, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"February 19, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,80,"February 19, 2020"
glad I switched,we love our new Bosch dishwasher! the dishes & glasses are sparkling & it is quiet,100,"February 18, 2020"
Nice dishwasher; very quiet and easy to operate but needs...,"Nice dishwasher; very quiet and easy to operate but needs better instructions about loading rack features. Delivery and installation were not so good, but this was due to Home Depot and their contractor, not Bosch.",80,"February 18, 2020"
Cleans very well.  Very quiet!...,Cleans very well.  Very quiet!,100,"February 18, 2020"
Extremely quiet and easy to operate.  Love it!...,Extremely quiet and easy to operate.  Love it!,100,"February 18, 2020"
New Dish washer,We are very pleased with our new dishwasher. Long time users of Bosch appliances and have never been dissapointed. [This review was collected as part of a promotion.],100,"February 17, 2020"
"Leaves water in the small cupped bases of glasses, coffee...","Leaves water in the small cupped bases of glasses, coffee cups, etc. It is super quiet, wife has to ask me if I can hear it. Only owned it about a month so can’t speak to its durability, certainly reviewed well by others.",100,"February 17, 2020"
New BOSCH Dishwasher,"Last year when we rented a house, it had a BOSCH dishwasher.  This year when we bought a house, it needed a new dishwasher.  When I walked into the appliance store, I told the sales associate to show me the BOSCH dishwashers.  I didn't even consider another brand.  They have several styles available so I was able to choose one that was perfect for our needs.  It's very easy to operate, has many convenient features and is extremely efficient.  Plus, in making the purchase I felt I was supporting our local community, as we live in New Bern, NC where there's a large Bosch plant!",100,"February 17, 2020"
Dishwasher,"Great product. Very robust and strong, excellent quality [This review was collected as part of a promotion.]",100,"February 15, 2020"
Beautiful Machine,"Quiet, incredibly efficient, sturdy, easy to use. Best dishwasher on the market, period. So glad we purchased a Bosch! [This review was collected as part of a promotion.]",100,"February 14, 2020"
"So far, it's great!","We are enjoying the quiet and effective dishwasher.  We bought 2nd week of Jan, 2020; so here's hoping the best dishwasher we've ever had continues its good work. [This review was collected as part of a promotion.]",100,"February 14, 2020"
Wet dishwasher,"We tried everything, putting extra dry, sanitize, used rinse aid, our average cycle time is 2 hours 35 minutes, we bought this based on the highest rating by CR 84.  I guess this is the new age of energy saver.  Wish I could get my old Kithenaid but planned obsolescence did away with any parts.Guess we have to live with it [This review was collected as part of a promotion.]",60,"February 13, 2020"
Buyer beware,Do not buy a Bosch dishwasher. I've had it less than a year before it randomly no longer would come on. I called Bosch they gave me the number of someone who does repairs for them. They came out and diagnosed the problem. It has been a month now and they have not received the part from Bosch. I called Bosch and the part is on backorder and they don't know when they will get more. My question is how many of these are going bad that they're on backorder?,20,"February 13, 2020"
"No instruction manual included.  Called Bosch, they sent one....","No instruction manual included.  Called Bosch, they sent one.  Dishes wet, used rinse aid, helped.2:35 minutes to wash and dry with extra dry to get dishes dry.Plastics wetI bought this because of high reviews on Consumer Reports, cant imagine what the lower rated ones are like.  Wish I had fixed my old Kitchenaid, but no parts, built in obsolescence.  I guess we just keep taking it as consumers.  I give up.Lee Leighton",60,"February 12, 2020"
"Quiet, will not know it is running","I really like this, ""But"" the laim mounting tabs are compleatly worthless.
I had to devise an alternative way to secure to my existing cabnant and counter top. If i would have used the ones included with the unit it would have given us a false sence of security that it was secure and at an unannounced time it would have flipped forward and fallen out of its mounting spot. [This review was collected as part of a promotion.]",80,"February 12, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"February 12, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"February 12, 2020"
It works,I hate dishwashers. They never work...they break easy....they let me down. Everytime. I have have purchased 4 dishwasers over the years before coming to my senses and buying the BOSCH. This machine really works. My dishes are clean. My dishes are dry. Life is much better now. [This review was collected as part of a promotion.],100,"February 11, 2020"
The machine is performing very well. I’m learning how to...,The machine is performing very well. I’m learning how to arrange the dishes and pans. I really like the third shelf.,100,"February 11, 2020"
"Very quiet, easy install and enough space for a family...","Very quiet, easy install and enough space for a family of 4 worth of dishes every day",100,"February 11, 2020"
My wife loves this dishwasher so I love it too....,My wife loves this dishwasher so I love it too.,100,"February 11, 2020"
Easy to install and works great...,Easy to install and works great,100,"February 11, 2020"
Quiet. Cleans great. ...,Quiet. Cleans great.,100,"February 11, 2020"
The bad: The latch that secures the door broke after...,The bad: The latch that secures the door broke after one month. The good: Quiet and fast,60,"February 11, 2020"
"The dishwasher is super quiet, and does a great job cleaning the dishes. Just what we needed.","The dishwasher is super quiet, and does a great job cleaning the dishes. Just what we needed.",100,"February 11, 2020"
Bosch,"I love how the dishwasher cleans, but the drying is really bad.  It takes 2 1/2 hours to run a cycle and my dishes are still wet even on Extra Dry.  There is no heater in this model for drying.  I did not know this when I purchased it. [This review was collected as part of a promotion.]",40,"February 10, 2020"
Not impressed,Difficult installation.  Kick plate does not line up.  Cycles are ridiculoulsy long and the dishes are left wet. [This review was collected as part of a promotion.],40,"February 9, 2020"
Amazing Dishwasher,"The first time we ran the dishwasher, my wife and I were sitting in the other room and we were trying to figure out what the sound we were hearing was. Turned out to be the whisper of the new dishwasher! It's so quiet we were shocked! We are also amazed by the cleaning power. Everything we have thrown at this dishwasher has come out clean. Compared to our old dishwasher, this is a huge improvement. [This review was collected as part of a promotion.]",100,"February 9, 2020"
The design and features are great. Very easy to assemble....,The design and features are great. Very easy to assemble. Extremely quiet running!!  Expensive but worth the price. Quality workmanship.,100,"February 9, 2020"
New Dishwasher,"Waited 20 years for new house and finally have a great new dishwasher for the kitchen. Very quiet , washes all my querky things as we are unpacking. Three shelves really are handy. Lots of settings which I continue to explore. Very happy with NO MELTING Problems. 
Thank you Bosch [This review was collected as part of a promotion.]",100,"February 8, 2020"
"Well-made, Simple, Quiet","The title of this review almost says it all.  The Bosch 300 is simple in the sense that the controls are straight-forward and easy to understand. I had read some reviews in the past that cticize the racks.  We, however, find that we can put more dishes in a load, in a more orderly manner, than we could with our orl dishwasher.  The only quibble I have is that the installation, specifically the power supply hook up, is more complex than many.  But you only have to do that once. [This review was collected as part of a promotion.]",100,"February 7, 2020"
"Had it for 5 months now, so far so good. Easy to install, does a great job cleaning , no rinsing ...","Had it for 5 months now, so far so good. Easy to install, does a great job cleaning , no rinsing before hand, and quite",80,"February 7, 2020"
I love this unit.... you can fit a feast full...,I love this unit.... you can fit a feast full of dishes in this baby!,100,"February 6, 2020"
Best decsion i've made!,My new Bosch is so quit and cleans my dishes better than any other dishwasher I have owned! I love it ! [This review was collected as part of a promotion.],100,"February 6, 2020"
Rating provided by a verified purchaser...,Rating provided by a verified purchaser,100,"February 6, 2020"
One amazing dishwasher!,"This dishwasher is fantastic!  Not only can I load it with more dishes and silverware than my old washer, but it's so quiet I don't even know it's running!  I love the features of the washer that allow for lowering or raising racks for different use.  The silverware rack is wonderful.  So easy to load and empty.  So happy we made this purchase! [This review was collected as part of a promotion.]",100,"February 5, 2020"
BOSCH 300,We absolutely love our new Bosch dishwasher! Excellent appliance! Great cleaning. Noise is very very minimal. We couldn't be happier with our decision. [This review was collected as part of a promotion.],100,"February 5, 2020"
"Easy to install, extremely quiet when in use. I like...","Easy to install, extremely quiet when in use. I like the third rack for cutlery, which seems to work really well. Very happy with this washer after the first month.",100,"February 5, 2020"
Great Dishwasher!,"Purchased after my new/old dishwasher broke down for the 5th time in 7 years. This dishwasher has room for pots, pans, and dishes. It does a great job at cleaning everything I've put into it. Finally this dishwaher is so quiet that I've put my hand on the door to see if it's running. [This review was collected as part of a promotion.]",100,"February 5, 2020"
super quiet!,"What I love:
quiet - my refrigerator is lounder than my Bosch dishwasher!
holds a lot of dishes!
the third shelf - love having a place that larger utensils can go and not fall through the shelf

Not the best:
I am unable to place glasses on the bottom rack.  They tip into each other and into other things.  I'm afraid they will break if they rest on each other during a wash cycle.  I like to have them on the bottom rack because the middle one tends to fill up quickly.

I have a set of 4.5"" bowls that really don't have a place to stand like larger bowls can.  They end up taking up a lot of space. [This review was collected as part of a promotion.]",80,"February 4, 2020"
It cleans better than any dishwasher I’ve ever had...,It cleans better than any dishwasher I’ve ever had,100,"February 4, 2020"
Great Dishwasher,We have had the Bosch 300 series for about 2 months now. It is so quite you can hardly tell it is on.  Cleans well and the ability to adjust the racks so you can fit a lot of different size items in.  The 3rd rack is a great addition.  Overall we are very pleased with our purchase. [This review was collected as part of a promotion.],100,"February 4, 2020"
Gets the job done.  Dishes are often still damp...,"Gets the job done.  Dishes are often still damp at the end of the cycle, though.",80,"February 4, 2020"
"Love the dishwasher, with one exception... the fitting for the...","Love the dishwasher, with one exception... the fitting for the water inlet valve is nylon, which makes it easy to damage when mating with a water supply hose (most supply hoses & fittings are brass or plated steel).",80,"February 4, 2020"
Operation without problems ...,Operation without problems,100,"February 4, 2020"
"Its quiet, that is for sure!  But it certainly does not clean any better than a 20 year old Kenmore.","Its quiet, that is for sure!  But it certainly does not clean any better than a 20 year old Kenmore.",60,"February 4, 2020"
Dishwasher review,"I just love my dishwasher, I had an older model dishwasher and i thought my dishes were getting clean boy was I was wrong. My dishes now are so clean, they sparkle, it is so quite I do not even know that it is on. There are several options you could choose from, from half loads to full loads. I just cant say how much I love my dishwasher I now know my dishes will be clean and sanitzed every wash cycle. And I never have to re-wash like I did often with my older dishwasher [This review was collected as part of a promotion.]",100,"February 4, 2020"
Great dishwasher,"I am impressed with the cleaning ability of this dishwasher. It is also very quiet. 
Looks good and easy to clean. [This review was collected as part of a promotion.]",100,"February 3, 2020"
Bosch 300,Excellent product. [This review was collected as part of a promotion.],100,"February 3, 2020"
"Love it, Very Quiet!","Love our Diahwasher, it is very quiet! I love the 3rd rack feature as well for our silverware. It opens up more space in the dishwasher for other dishes.",100,"February 3, 2020"
