title,txt,rating,revdate
Heated,I LOVE ALL THE FEATURES. I WILL BE HONEST AN TELL YOU I HAD PURCHASED ANOTHER BRAND AN IT DID NOT HAVE THE FEATURES I WANTED. RETURNED IT AN GOT THE G.E.  IT HAS EVERYTHING I WANTED.,100,"November 6, 2019"
Better than expected,"Love the space, especially the third rack and drop down option.  It’s quiet and looks great in my kitchen.  I would highly recommend.",100,"November 5, 2019"
works great,"dishwasher works well, runs quiet, love the knife tray -",100,"November 5, 2019"
3rd Rack Useful,"This GE Adora Dishwasher is quiet, cleans dishes well, and the 3rd Rack is very useful for kitchen utensils.  I am still getting used to stacking dishes since it is different than the previous dishwasher.",100,"November 5, 2019"
Awesome Look,Does a great job cleaning dishes and just love the slate finish.,80,"November 5, 2019"
Works Great,The dish washer does everything that I needed it to. Works well and is extremely quiet.,100,"November 5, 2019"
Just so so,Must scrub dishes clean before putting into dishwasher or they will come out with spots. You also must be careful not to touch the gauges  they are sensitive to the touch.  I like to keep mine on normal and always find them on something else.,60,"November 5, 2019"
Very Quiet,"The Dishwasher was easy to install and does a great job, not to mention how very quiet it is.",100,"November 4, 2019"
Very Quiet,"Cleans well.  Sleek look, ease of use.  Lots of room to load dishes.",100,"November 3, 2019"
Very Quiet,"Cleans well.  Sleek look, ease of use.  Lots of room to load dishes.",100,"November 3, 2019"
Quiet dishwasher,"Extremely quiet! My teenager opened the door not realizing it was running and said, “Oops, I did not know it was on, it was so quiet”. Also dries the dishes well. We are using the top third rack more and not for silverware and Tupperware lids.",100,"October 31, 2019"
Super quiet cleaning machine!,"Lots of room, super quiet and easy to use. The  appearance is an added bonus.",100,"October 30, 2019"
Love the look...but..,I have the Adora set and they are beautiful. We recently replaced our previous Adora dishwasher (only 2 1/2 years old) because was told by a service man that you can no longer order parts for them. The motor went out and so we had to get another Adora to match our set. I have to say that this one is more quiet than the other one was. Having motor issues with the refrigerator for the 2nd time. I hope I don’t have to buy a new one of that!,60,"October 30, 2019"
It cleans the dishes,I just wish it dried them. And it gets stinky even when we pre-rinse our dishes.,60,"October 29, 2019"
Great featurez,Love the third rack. Great results and very quiet. Thanks GE!,100,"October 29, 2019"
We like our new GE Adora,We like our new GE Adora and its various features.,80,"October 29, 2019"
Washes dishes well and is really quiet,This dishwasher is awesome. I've not had to re-rinse a single item since I bought it. I wish there was a better/more efficient way to stack bowls in it though (but I've never really found a dishwasher that does that well so that's not a negative comment about this one!) The dishwasher is pretty quiet so I don't notice the noise when it's running. Love it!,100,"October 29, 2019"
Ok product,"Stays wet inside does not dry well
runs for a very long time.",60,"October 29, 2019"
Quiet!,Cleans and looks great and is super quiet and easy to use.,100,"October 29, 2019"
Love the Adora Dishwasher,Quiet!!! So quiet the first time I used I couldn't tell it was running. Dishes are squeaky clean.,100,"October 24, 2019"
I bought this product through Home Depot and had it installed through their services.   The dishw...,"I bought this product through Home Depot and had it installed through their services.   The dishwasher was installed, but apparently was never tested (either by GE or by installers).  When tenants moved into the property 2 weeks after install the unit would run.   Now it needs to get repaired with 2 major components deemed as not working.  Super disappointing for me and for my tenant.  Will have to think twice about buying GE in the future.",20,"October 23, 2019"
noisy door!,"Washes great but the sound of the door when it opens is sooooooo loud and screechy.Also, huge dent potential as there is no backing behind the slight bowed out design of the door. Kids will wack it with toys and it will dent. Flimsy when polishing.",40,"October 22, 2019"
"Pros:  Looks great, very quiet compared to our 15-yr...","Pros:  Looks great, very quiet compared to our 15-yr old unit that it replaced.  Easy installation.Large Capacity - we run out of silverware & dishes before the dishwasher is full!Cons:  normal run is quite long - over 2 hourstupperware, plasticware doesn't dry as well as in our prior DW.",80,"October 22, 2019"
Great,Quite and a very excellent dishwasher and the price was in our budget,100,"October 22, 2019"
New Dishwasher,Very quiet while in operation. Love the way it looks in our modern kitchen. Easy to operate and the lights and timer advise exactly where it is in the process,100,"October 22, 2019"
Love the extra rack,"I hadn't really thought much about my dishwasher before. I just wanted to make sure my dishes were clean. Then the old one I had broke and I got to look for a new! I love this dishwasher. I love that there is a third rack, I love that I can adjust the  2nd rack by height. I love the easy to read panel. I love the time start delay. And most importantly, I love that my dishes are clean!",80,"October 22, 2019"
Outstanding GE Dishwasher!,"Quiet and ease of use just great!  The style on the outside with stainless very attractive.
Inside extra Racks..and good holders for silverware make this a favorite!",100,"October 21, 2019"
Very happy,"So far, we are very happy with this dishwasher.  It is very quiet and cleans well.",80,"October 16, 2019"
Clean Dishes but door wont stay closed!,"My dishes are cleaner than ever and I love the third rack on top. It is very convenient. But, it is really hard to close the door and get it to stay shut when trying to turn the dishwasher on. Additionally, the spinning arm attached to the top rack continues to detach.",60,"October 15, 2019"
Lovely and high tech,"We love our new stainless steel GE dishwasher, so quiet and gets those dishes clean!",100,"October 12, 2019"
Very Quiet,We were so surprised when we started the dishwasher and it was virtually silent.  Love that feature.  Also like the top tray.,100,"October 9, 2019"
ADORA DISHWASHER,I love having the additional 3rd utensil rack.  The dishwasher is relatively quite.& has all the features I want & a few more that will come in handy when I do use them.  Love the clean lines look with the hidden controls as well.,100,"October 9, 2019"
Good  Value,"Don't like the starting feature, need to continually press button",80,"October 8, 2019"
Very nice quality.,"I like the dishwasher.  Disappointed that it does have a ""rinsBandite hold"" option.",80,"October 7, 2019"
Looks great,Purchased for our rental property.  Looks great in the kitchen!,100,"October 7, 2019"
Best Dishwasher Ever,I have never had such a quiet dishwasher!  Hardly know it's on.  The dishwasher also seems to hold more dishes than my old GE and the wash cycle is much more efficient and thorough. I also love the top shelf for all of those utensils.,100,"October 7, 2019"
Terrible closing mechanism,"The door continuously opens. Instead of having a mechanism that is so sensitive, simply design a door that closes with a solid latch.",40,"October 6, 2019"
Great,I installed it ever thing went well other then the hook up to the disposal,100,"October 5, 2019"
Matt7,The dishwasher has worked as expected so far however it’s been less than a month since we bought it. That being said the customer service has been phenomenal which isn’t all that common in today’s business culture and that alone is with the price tag.,100,"October 4, 2019"
lower compartment is not high enough,"lower compartment is not high enough. My dinner plates doesn't fit and defeats the purpose of having a dishwasher. Also, right now it has no power on the control panel. Have showed that to an electrician and as per him, I should get a new dishwasher. It died within 2 years.",40,"October 4, 2019"
Great feautures love that you can delay the wash c,Love that you can delay the start of washer. Easy to use extra big,100,"October 2, 2019"
Love this dishwasher!,"We have been surprised by ho much more this GE holds in the same space as the old Maytag, even when we are not using the third shelf. It's a lot quieter than we expected also.",100,"October 2, 2019"
Very quiet,"Quiet, cleans great, nice rack location, easy load and unload",100,"October 2, 2019"
"Awesome, love it","I love it.  Was skeptical getting stainless steel, but am very satisfied with it.",100,"October 1, 2019"
Doesn’t dry plastics as advertised. Doesn’t clean as expected from...,Doesn’t dry plastics as advertised. Doesn’t clean as expected from a new dishwasher.,40,"October 1, 2019"
Leaked within first few months,"Leaked within a few months of having it, we had it repaired and it started back up a couple months after that.  There is a round piece that won't stay attach to the door, we've tried everything including gorilla tape, now we put a bowl under the door to run it... we've had it for less than 2 years. The top pull out rack for knives and such is great, that's about it.",20,"October 1, 2019"
We love this dishwasher!!! Our dishes come out squeaky clean...,"We love this dishwasher!!! Our dishes come out squeaky clean and the silverware sparkles! We’ve had it for just over 3 weeks and have been happy with every load. Our daughter and 2 grandkids live with us, so we generate a lot of dishes! We’ve honestly never had a dishwasher that cleans this well!",100,"October 1, 2019"
"I have only had the Adora for a couple of weeks, but find that I can fit so many more dishes than...","I have only had the Adora for a couple of weeks, but find that I can fit so many more dishes than my previous washer. I really like the silverware compartment and like how it separates each individual utensil. I am also enjoying the extra third rack. Great for measuring cups and spoons, larger serving utensils and special straws. Quite pleased so far. Even tried the top rack only feature once and was impressed.",80,"October 1, 2019"
Love the wash options,Love the option to wash only the top rack or only the bottom rack. Love the third shelf. Very quiet when running.,100,"September 29, 2019"
Missing features,"It is a nice dishwasher, but it should have a rinse/hold cycle for the price.",80,"September 26, 2019"
Doesn't clean well.,It doesn't clean the dishes well unless you rinse them all off really good.,20,"September 25, 2019"
High pitch noise,Not a fan of the buttons and it makes a high pitch noise. Not a lot of room on the bottom rack. Does not dry very well unless you want to select extra dry which takes over 170 minutes to complete   it does wash really well.,40,"September 24, 2019"
Nice dishwasher,"Its a  nice looking dishwasher and does a great job but like all newer dishwashers it is slow.  I miss my 20 year old dishwasher that would do the whole load in 45 minutes, not 2 1/2 hours.",100,"September 24, 2019"
Very quiet!,Can barely tell when it’s on it’s so quiet! Best dishwasher.,100,"September 24, 2019"
Terrible,We have had Whirpool dishwashers (Kenmore and Kitchenaid) for the past 35 years. This is our first and last GE. The only good feature is how quiet it is. The rack design is bad with no fold downs on the top rack is bad . The racks are smaller in length than are old dishwashers causing less space. The main problem with this one is the time to wash and dry in normal mode. It starts at 123 min. then goes up from there. This by far the worst dishwasher that we have ever had in the past 35 years!,20,"September 24, 2019"
I bought an Adora right before I sold my house...,"I bought an Adora right before I sold my house and we loved it! So, I bought another for my new home. Love the third rack. Washes dishes nicely. Soooo quiet.",100,"September 24, 2019"
We have had other GE appliances that have held up...,We have had other GE appliances that have held up well.Everyone seems to want full stainless but we like the slate color in particular.,100,"September 24, 2019"
Great Dishwasher,This dishwasher is great. Numerous wash options including steam. The dishes and stainless pots come out beautifully.,100,"September 23, 2019"
Quiet and efficient,The dishwasher is quiet and efficient. The adjustable shelf and extra top shelf for some small items are useful and helpful.,100,"September 23, 2019"
Very good washer,"Great washer, however the adjuster feet were run in so tightly and threaded at an angle it made adjusting with hardly any room very difficult.",100,"September 23, 2019"
Top dishwasher,"This is the best dishwasher I have ever owned. Extremely quite and I was surprised to find it cleans pots and pans like they were new, no more cleaning before putting them in the washer.",100,"September 19, 2019"
Junk - Control board went out after 4 years,Control board needed to be replaced after 4 years and the repair costs nearly as much as a new product.  I won't ever buy another GE appliance.,20,"September 18, 2019"
good price,After our purchase and installation by a plumber we had issues with draining.  Called for service fixed the problem (caused by the plumber) and now everything is fine.,100,"September 18, 2019"
Very quiet...,I was pleasantly surprised by how quite this machine is. You only know it’s turned on by the light on the dishwasher. This is a great machine!,100,"September 17, 2019"
Upgraded features,The Adora dishwasher offers much greater options and features at greater efficiency. The dishwasher sanitizes dishes and is quieter than the base model it replaced.,100,"September 17, 2019"
Very quite,Love how quite it is.   We have a open concept house.  Can watch tv while dishwasher running.  You hear only when water is filling.  Plays nice tune when finished.  Has 3rd row seating for silverware.  Spacious bottom rack for pots.  Cool hidden buttons with different timed washes and delayed starts.  Stainless steel interior.  It's the Cadillac of dishwashers.,100,"September 14, 2019"
Prepare for an Adventure,"I purchased this and some other GE appliances from Home Depot. The first thing to know is that if there is an issue with any appliance purchased from Home Depot, they have nothing to do with resolving the issue. You are on your own. This particular aplliance came with a defective drain hose. It will be 2 weeks before i receive a replacement from GE. The only customer service worse than Home Depot is GE. I ordered all new appliances from Home Depot and so far all of them have had issues that require me to contact GE as Home Depot insists they have nothing to do with the products they sell.",20,"September 12, 2019"
Keeping it Clean,Seems to be working like a charm. from the moment we start the dishwasher till the end it is quiet and smooth running. The dishes come out clean and the silverware is on its own little rack and when picking them up to put away no one has to touch the part of the utensil that we will be eating off of.,60,"September 11, 2019"
Super quiet,"Works great, love the fold down tines of the basket. 3rd rack a great idea. Very impressed at how quiet it is.",100,"September 11, 2019"
Great dishwasher for the price,"If this model had a fold-down section in the upper rack and the third rack was a uniform depth, we would give this five stars. It is so quiet I almost forget it's running!",80,"September 10, 2019"
great D/W,this is the quietest D/W I've ever had. Some times I go over and make sure it's running - it's so quiet. I use the top third rack for silverware and then i can fit lots more dishes in lower racks.,100,"September 10, 2019"
Nice!,Love the black stainless color and cleaning options.,100,"September 10, 2019"
Very Quiet,"This machine is so quiet, I have to walk up to eat and lean down to see if it is running!  The dishes are cleaned properly and as long as I use the rinse agent, they come out dry.  My only objection is that I can't see to figure out how to use the 3 second button to shut off the washer.  I'll figure it out eventually and it goes off automatically in a short time.",80,"September 10, 2019"
So Quiet I didn't think it was running!,Lovely thing.  It holds a lot more than the old one and it runs so quietly!  I didn't think it was running as there was no noise and no vibration.,100,"September 10, 2019"
Perfect size,"Great appliance looks great, works great. Very quiet",100,"September 10, 2019"
Quiet and Excellent Performance,Great dishwasher for jobs big and small. Runs quieter than any dishwasher I’ve owned. We are loving it.,100,"September 10, 2019"
Not great.,"After a cycle, there is still condensation inside and the dishes are still wet.",60,"September 10, 2019"
Better than Average,"Cleans nicely.  No off button is confusing.  Always seems to be on.
Racks seem a little flimsy and do not open and close smoothly.",80,"September 8, 2019"
Looks and operates great,This dishwasher looks and works great. I love the third rack. Everything cleans and dries perfectly. The only challenges I experienced were the extra insulation that you have to install at the toe kick is a little tricky and installing the gaskets was hard because they didn’t clip on easily. But it is a super quiet and efficient unit. I am happy with my purchase and will be getting other GE appliances when it is time.,100,"September 5, 2019"
better than the last three dishwashers I've had,Great value (props to Home Depot!) and remarkably quiet.,100,"September 4, 2019"
Great product,"I used last night for the first time since I bought the dishwasher. All the dishes were clean, but some retained water. Machine was very quiet, which I like...",80,"September 4, 2019"
"Quiet, clean wash",Very happy with GE Adora dishwasher. Quiet running and dishes are clean and dry when wash cycle is complete. Options to how you can load the dishwasher is handy.,100,"September 4, 2019"
"Greaat Features, Great Price, Great Cleaning","This is a great dishwasher.  We replaced a much more expensive dishwasher with this one and are very pleased with it so far.  This dishwasher cleans very well, has many cycle options, is very quiet, and looks great.  I would definately buy this dishwaher again.",100,"September 3, 2019"
Love it,This dishwasher is the most quiet I have ever owned.  It does a great job.  I'm sorry they aren't making it anymore.  I got mine at a Sear's Outlet.  It had a small dent that you can hardly see.,80,"September 3, 2019"
Great unit overall.,"This dishwasher does a great job of cleaning, and does it very quietly. The only real issue is that it is difficult to level.",80,"September 3, 2019"
My old dishwasher dries better!,"Don't get me wrong, I like the bells and whistles of this dishwasher. When it comes down to sanitizing and drying dishes, my old dishwasher that I replaced is hands down better!",60,"September 3, 2019"
Great features!,"Love the little shelf at the top, just needs a little help when it comes to small bowls. Really no place to put those in between size bowls so they don’t in up right side up and full of water when the cycle is done!",100,"September 3, 2019"
This is the most expensive piece of junk I ever bought. Electric panel failed exactly after the o...,"This is the most expensive piece of junk I ever bought. Electric panel failed exactly after the one year mark of the warranty. Called GE: $300-$400 to fix. Also, strangely, this model in all home improvement stores was $399. Suddenly, in 2017, it went up a 200% markup, then in 2018 another 150% mark-up. No changes to the model, just price. Don't buy this overpriced junk!",20,"September 2, 2019"
Quietest dishwasher ever,Cleans well and very quiet !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,100,"August 28, 2019"
Cleans very good.,We are happy with the GE dishwasher because it does everything well.,100,"August 28, 2019"
"Quite, Great Adjustable Shelves, Ideal Sharp Knife",I easily installed the system. It has done an excellent job washing the dishes.,100,"August 28, 2019"
Love all the features,One of the features on the dishwasher is heat control therefore I can set where it even dries plastic!!,100,"August 28, 2019"
Love the top rack,"I like this appliance. I wish it cleaned better, got the crumbs off, etc. It also doesn’t dry as much as I would like it too",60,"August 27, 2019"
Will not dry the dishes,Disappointed that I buy a new dishwasher and it will not dry the dishes.,60,"August 27, 2019"
Dishwasher,"So happy with my new dishwasher, love the stainless interior and it is so quiet",100,"August 21, 2019"
So spacious - love this diswasher,This dishwasher holds so much and performance is great!,100,"August 21, 2019"
Quiet Dishwasher,"This dishwasher is very quiet which we love. The look of the washer is also nice.
However, I am not a fan yet due to the door of the washer being very hard to shut. If you don't slam it shut, you think you started the washer and then find out it did not start due to the door. Another negative is the inside seems cheap - plastic. The utensil holder is terrible. It is in three removable sections that do not sit right in the washer.",60,"August 21, 2019"
Great value,So far very pleased. All the features we were looking for.,100,"August 20, 2019"
Terrible Dishmachine!,"Doesn't clean - every load has dirty dishes when finished.  And, everything is wet, even when using the drying feature and rinseaid.  VERY disappointed!",20,"August 20, 2019"
Great dishwasher!,Love this dishwasher. Drying cycle not perfect but could be my fault as not setting up right.,80,"August 20, 2019"
Quiet!!,Have only run the dishwasher through one cycle so far.  Very quiet.  Don't know why the inside of the dishwasher is still wet after it is done.,80,"August 8, 2019"
Not what i expected,I replaced an older dishwasher . expected great results but a little disappointed. Awkward to load and still leaves some residue,60,"August 7, 2019"
"Quiet, does a great job.","Does a great job.....,............................",100,"August 6, 2019"
"Great features, Quiet","Quiet,  the three shelf. The silverware rack . Like",80,"August 2, 2019"
Great dishwasher,Cleans very well. Very quiet . Streamlined and good looking.,100,"July 30, 2019"
Clean dishes,Dishes come out clean.  Silverwear top drawer saves space for dishes. My wife has difficulties with the undercabinet buttons.,80,"July 30, 2019"
Can barely hear it running!,This is the best dishwasher ever. I love everything about it!,100,"July 30, 2019"
So quite,The first time I ran the dishwasher I thought I forgot to turn it on it was so quite.  What a difference from this one to the old dishwasher.  The old one sounded like a semi truck was going through my townhouse.  Not only is it quiet but everything comes out sparkling.  I'm glad I went with this model.,100,"July 30, 2019"
Love my GE dishwasher,"Absolutely love my new GE dishwasher! It’s quiet, it dries my cups and silverware to 98%, unless a cup has a concave bottom which allows some water to pool in it. I don’t have to dry the insides to put them away. It has the third rack for extra silver ware or lids, which I think is a great added feature. I think you can’t go wrong for the price.",100,"July 29, 2019"
Water inlet valve failed just over one year after,Water inlet valve failure just after one year of operation.,100,"July 21, 2019"
So quiet - is it actually on?,"We bought the GE Adora primarily for the upper (3rd) rack for flat items and silverware. Something the other manufacturers at this price point didn’t offer. While we like the upper rack is great, we are absolutely impressed by how quiet it is.  Well done job GE.",100,"July 21, 2019"
So Quiet!,"The GE Adora dishwasher is so quiet! The tines are spaced adequately to accommodate large dinner plates and bowls, and the heat cycle actually dries the glasses completely. We are so happy.",100,"July 16, 2019"
Great features,We love our dishwasher you can’t even hear it running!,100,"July 16, 2019"
Great Features,"So far, I really like the dishwasher.  It is really quiet and the dishes came out dry.  Hope that it continues to be this great.",100,"July 11, 2019"
Great features,Nice machine so far but we just installed it today,100,"July 5, 2019"
"Super Quiet, Not user friendly","Loved it at first until we put in our 12” dinner plates....The water spinner hits the top of the plates during washing....so now we have an expensive quiet dishwasher that we have to hand wash our dinner plates.  Never had that problem at our old house with a more expensive type model. This has a third rack up top...so whoever designed it, didn’t think about normal living.",60,"July 5, 2019"
Great d/w,"We recently purchased this d/w from Home Depot and like it very much. It is very quiet and I love the third rack. Having a third rack has made me re-think how to load the dishwasher, but over time I'm getting better at filling it to capacity. The cycles are longer than I would like, but the dishes come out clean and overall I'm very pleased.",100,"July 5, 2019"
Love my dishwasher!,This is my second GE dishwasher. I loved my first and there was nothing wrong just wanted to upgrade to the newer model. This is a great dishwasher and very quiet!,100,"July 2, 2019"
Love the GE dishwasher.,Awesome. Can barely hear it! The stainless steel has a great look.,100,"July 2, 2019"
Besutiful design,"We had our washer for very long however there are a few new features compared to our old dishwasher that I really like. First,  there is a third rack for utensils (although it doesn't allow enough clearance for spatulas.) I also really like that you don't have to run the top and the bottom together. The dishwasher has a mode to run just the top rack or just the bottom rack.  Lastly you can set a timer foot the washer to run while you are away.  This machine is also way quieter than my last one which is a higher plus!",80,"June 27, 2019"
Doesn't Dry contents very well,"Even with the Dry heat selected, I have to towel dry every dish and utensil after the cycle is complete.  The top piece where you turn the unit on is coming off on the left side. Now I have to figure out how to get that piece fixed.",20,"June 26, 2019"
Looks great,It cleans ok. Dosent always dry all the way.   But looks good,60,"June 26, 2019"
"Quiet, cleans dishes beautifully","The dishwasher cleans quietly and has loads of interior space with the three pull out racks. Would definitely recommend this model.

Note: we had a rough beginning and had issues with this model originally., but the company was fantastic regarding repairs/replacement.",100,"June 26, 2019"
Quiet and quality dishwasher,"As my title started, this is a quiet and quality dishwasher.  My parents have used a similar model for a little while now, and I liked it. I picked up the updated model, and so far, so good.

Installation was pretty easy. I have a very uneven floor, but it was still pretty easy to get the machine leveled. The only issue I had was with the power cord (that the appliance deliverers provided): the leads were extremely short and it was difficult to connect things up. After the install, I left the bottom plate off to ensure there were no leaks and attached the panel after the first two washes.",100,"June 24, 2019"
Works great,"This dishwasher does exactly what it supposed to do, cleans the dishes sparkling clean. I love it.",100,"June 24, 2019"
the dishes are clean,"I was some what dissapointed ,when I first use it it did not dry the dishes 100% ,so the second time it did the same so I call GE ,they claimed that the dish washers now are made to save water so in order to have dry dishes you have to use the jet dry wish I never had to before , so now it is better not a 100% but better.",80,"June 19, 2019"
love my third drawer,"I had been washing my dishes by hand due to my previous dishwasher failure.
Strange as it seems, I actually enjoyed it.  However, my dishes and silverware come out sparkling - much cleaner than by hand wash.  Very quiet with functional racks.",100,"June 18, 2019"
So quiet,After running this dishwasher im glad it has a light on the front it is that quiet i cant imagine that a quieter one is necessary.,100,"June 18, 2019"
Does the job,It works fine gets the dishes clean the top rack does not stay in it always wants to slide out wish that it had a rinse cycle have not used it that much yet. Will give a review when l have used it more,80,"June 17, 2019"
None that work,"It leaked since we bought it and ruined our custom made cabinets and I have a claim out with G.E.'s insurance company.  Registered after we bought it inAug 2018, but changed email address.",20,"June 8, 2019"
Great features and super quiet,"If you're looking for a dishwasher that clean all your dishes, nicely designed, and super quiet - this is the one. It is so quiet I didn't think it was working. Does an excellant job of clean all the dishes. I really appreciate the small pull-out tray for small items.",100,"June 5, 2019"
Great Dishwasher,"We've had this GE Dishwasher for 8 months and so far so good. Cleans extremely well, isn't loud at all, grinds up the excess food with the garbage disposal inside and I only need to clean the filter once a week or so. All in all I'm very impressed and very happy with the purchase.",100,"June 2, 2019"
Quiet Dishwasher.,Works well.  Very quiet and dishes get squeaky clean with no water spots.  I use Finish detergent.,100,"June 1, 2019"
So Quiet!,"This dishwasher looks great, has plenty of room and best of all; it's so quiet when it's running. We can watch a movie in the next room and not even know it's on. The cycle takes a long time, but we just turn it on at night and it's clean in the morning. Really happy with this purchase.",100,"May 30, 2019"
Product returned,The dishwasher was not acceptable for us. The racks were made of cheap plastic and the flaps on the utensil holders constantly fell off. For the price this product is cheaply made and is not worth the money.,40,"May 28, 2019"
Great features,I love the look and features. Top silverware rack is fantastic!,100,"May 28, 2019"
Sooo Quiet!,Sometimes I open the door to a working dishwasher because I didn’t know it was running.,100,"May 28, 2019"
I love my new dishwasher!,Very quiet. Cleans great!  Pay attention to items needed on installation.,100,"May 28, 2019"
Runs very  quietly. Looks great!,This DW runs so quietly it is very difficult to distinguish whether the machine is running or not. It matches perfectly the older Adora appliances we already have in our kitchen as well.,100,"May 24, 2019"
Cleans like it should!,"So far, so good with a month or so of using.  Big upgrade over our previous product",100,"May 21, 2019"
it is a dishwasher,It gets the job done.  It cleans dishes.  Its stainless steel.,100,"May 20, 2019"
Great Product,Very nice          Color great all coordinates  with kitchen decor,100,"May 18, 2019"
Nice dishwasher,"The dishwasher is very nice, cleans well and has tons of space for our dishes. The price was a little higher than l had hoped to pay, but other than that l have no complaints!",80,"May 17, 2019"
I like the silverware drawer,I really like it. It's very quiet and does an excellent job cleaning the dishes.,100,"May 16, 2019"
Very quiet!!!,Very happy with it. Very quiet. Love the upper level utensil tray. Have had one or two times that did not clean as well as it should. Only reason I gave it four stars.,80,"May 16, 2019"
Very Quiet,"Look my dishwasher.  My GE Adora dishwasher was the only one that we found was adjustable to fit the space.  The hardwood floor was put in throughout the house and around the appliances, so we had to have one to go in at 31"" to get into the space to adjusted up to 34"" .  Yes it cost a little more even on sale, I got what I paid for and very happy with it.  Very quiet, you don't even know it is running.  Very satisfied.",100,"May 15, 2019"
Very Quiet!,"Hidden controls, powerful wash, third top tray for delicate items and very quiet makes this dishwasher absolutely perfect. We’ve been using it a few times a week for a couple months.",100,"May 14, 2019"
Great Machine,Well we've only had it for a few weeks now and so far really happy the way it cleans our dishes. We put on the extra dry and everything comes out dry and spotless.We use the Quantun that GE recommends .,80,"May 14, 2019"
OUTSTANDING!,"We had an OLD (probably 12 years old!) dishwasher that came with the house.Still worked but when we purchased a new GE clothes washer, we figured we'd upgrade our dish washer.  We were NOT disappointed with this machine.  My wife is overjoyed with its performance!",100,"May 9, 2019"
Quiet,"Great machine, first dishwasher we have purchased however not the first GE appliance.",100,"May 8, 2019"
Incredibly quiet.,"I heard, many times, about how quiet this model was, so I bought one. Amazingly quiet isn't a big enough accolade -- it's hugely quiet! I stood by it while running and I only heard a whisper. My wife had asked me if I had started the dishwasher. When I told her I began the run cycle 20 minutes ago she thought I was kidding, so she came and stood with me until the 49-minute cycle had ended. Then she believed me about how quiet it is. Huge Kudos!",100,"May 5, 2019"
The top rack is very useful.,I enjoy the exterior appearance and the interior appearance.  Really does a good job of cleaning.,100,"May 4, 2019"
Quiet!!!,"Compared to what we had previously, this dishwasher is super quiet, spacious, and absolutely great!  I like the silverware holder with its separate slots for each piece, and the 'slim' drawer at the very top to hold those items that don't seem to fit anywhere else.",100,"May 2, 2019"
Great Dishwasher,Love the color and all of the features! Love the top silverware rack!,100,"May 1, 2019"
Love it!,Very quiet and love the 3rd rack for sharp knives.,100,"April 27, 2019"
Works great and quiet,We use our dishwasher on almost a daily basis. It does a great job cleaning all types of food particles and is whisper quiet. The third rack is a great feature for baby/toddle shaped utensils that won't fit in standard utensil holders.,100,"April 25, 2019"
Great!!!!,It is so quite compared to my old dishwasher! I love it.,100,"April 25, 2019"
Quiet & Efficient,"I love this dishwasher. I compared so many before settling on this one. I was intrigued by the third rack, and am so glad I got that option, I use it a ton for utensils that otherwise take up precious room. I also love that the middle rack is adjustable, and you can simply pull the third rack out if you don't need it. I like that there's multiple settings depending on how much I've loaded - there's even an option to just wash the ""top half"" or the ""bottom half"". 

I wanted a stainless steel tub, with top buttons so my toddler doesn't start it on accident. (side note, he loves helping mommy close it after we load it.)

I picked the ""slate"" color since I didn't want boring black or white, but with a toddler, I didn't want to constantly be cleaning fingerprints. The handle is stainless and gets fingerprint-y easy.

Definitely glad this is the dishwasher I picked. It's also super quiet - I had to check the first time we turned it on to make sure it was running! 

I also love that GE products are made of a majority of USA parts and manufactured in the USA. It's so hard to come by that (unfortunately) it wasn't even on my list of ""must have features"" but was a very pleasant surprise to see that American flag on the box.",100,"April 25, 2019"
Washes dishs really good,It washes the dishes really good like the sanitizer mode. Only down side is it takes so long to finish the cycle. Very quite machine  compared to the last one we had.,80,"April 24, 2019"
Great looking appliance,We really like our dishwasher.  The slate color looks great and blends into the kitchen really well.  It has both of the features we were looking for:  Gets the dishes on all levels really clean and is super quiet.  We have recommended this to our daughter and they purchased this for their replacement units in her house.,100,"April 24, 2019"
Nice features at a good price,"Nice features and a good price. Can't ask for much more.
It doesn't always get dried food off as well as I'd like and I wish I had opted for the model that had the special glasses jets. But overall pretty good.",80,"April 22, 2019"
Extremely Quiet,"This dishwasher is amazingly quiet.  We are very pleased with the functions, appearance, and quiet operation.",100,"April 21, 2019"
Happy,We installed this in our new home in September.  It works great and is very quiet.,100,"April 20, 2019"
Very satisfied purchases.,"Prior to purchasing this dishwasher I had read many of the reviews which were a bit mixed. When I made my purchase over a year ago this model had not been in production for very long. There wereI many more  positive reviews than negative ones and most of the negative reviews had to do with product issues that did not seem to be related to the actual performance of the machine, but, given the review dates, rather seemed be due to bugs that could be expected to occur early in the production run. This notion was borne out at least in my case. My dishwasher has performed flawlessly for over a year. It does a superior job of cleaning dishes and is VERY quiet. Wash time on regular cycle is about 3 1/2 hours. Use of rinse aid is recommended.  I am glad I bought this dishwasher and would do so again.",100,"April 20, 2019"
Great machine but I'm still learning.,"This is clearly a well-made efficient machine.  It has several options regarding how and what you want to wash.  I especially like the re-conceived flatware shelf at the top.  I also like that you can do the top OR the bottom tray separately.  But I seem to have a terrible time getting my dishes into the right slots, next to the right prongs, without  falling over.  Because I live by myself, I tend to have a lot of different smaller pieces (as opposed to a full dinner for either with a matching set of dishes.  I get the job done, but I'm a bit puzzled about why things were designed the way they were.",80,"April 18, 2019"
"Quiet, cleans dishes well on ""light"" cycle.","Good performance, quiet, dishes are completely dry at end of cycle.",100,"April 18, 2019"
